home_team,away_team,tournament,city,country,neutral,year
North Korea,Malaysia,AFC Championship,Fukuoka,Japan,True,1991
China PR,Taiwan,AFC Championship,Fukuoka,Japan,True,1991
Thailand,South Korea,AFC Championship,Fukuoka,Japan,True,1991
North Korea,Hong Kong,AFC Championship,Fukuoka,Japan,True,1991
Malaysia,Singapore,AFC Championship,Fukuoka,Japan,True,1991
Taiwan,South Korea,AFC Championship,Fukuoka,Japan,True,1991
China PR,Thailand,AFC Championship,Fukuoka,Japan,True,1991
North Korea,Singapore,AFC Championship,Fukuoka,Japan,True,1991
Japan,Malaysia,AFC Championship,Fukuoka,Japan,False,1991
Taiwan,Thailand,AFC Championship,Fukuoka,Japan,True,1991
China PR,South Korea,AFC Championship,Fukuoka,Japan,True,1991
Japan,Singapore,AFC Championship,Fukuoka,Japan,False,1991
Hong Kong,Malaysia,AFC Championship,Fukuoka,Japan,True,1991
China PR,North Korea,AFC Championship,Fukuoka,Japan,True,1991
Japan,Taiwan,AFC Championship,Fukuoka,Japan,False,1991
Taiwan,North Korea,AFC Championship,Fukuoka,Japan,True,1991
Japan,China PR,AFC Championship,Fukuoka,Japan,False,1991
Nigeria,Cameroon,African Championship,Lagos,Nigeria,False,1991
Cameroon,Nigeria,African Championship,Yaoundé,Cameroon,False,1991
Denmark,Norway,UEFA Euro,Hjørring,Denmark,False,1991
Germany,Italy,UEFA Euro,Frederikshavn,Denmark,True,1991
Denmark,Italy,UEFA Euro,Aalborg,Denmark,False,1991
Germany,Norway,UEFA Euro,Aalborg,Denmark,True,1991
Finland,Denmark,UEFA Euro qualification,Tampere,Finland,False,1991
Switzerland,Norway,UEFA Euro qualification,Aarau,Switzerland,False,1991
Poland,Czechoslovakia,UEFA Euro qualification,Poland,Poland,False,1991
Russia,Hungary,UEFA Euro qualification,USSR,Russia,False,1991
Denmark,France,UEFA Euro qualification,Aalborg,Denmark,False,1991
Italy,Poland,UEFA Euro qualification,Sulmona,Italy,False,1991
Spain,Sweden,UEFA Euro qualification,Palencia,Spain,False,1991
Bulgaria,Hungary,UEFA Euro qualification,Bulgaria,Bulgaria,False,1991
Greece,Romania,UEFA Euro qualification,Greece,Greece,False,1991
Belgium,Switzerland,UEFA Euro qualification,Geel,Belgium,False,1991
China PR,Norway,FIFA World Cup,Guangzhou,China PR,False,1991
Denmark,New Zealand,FIFA World Cup,Guangzhou,China PR,True,1991
Japan,Brazil,FIFA World Cup,Foshan,China PR,True,1991
Sweden,United States,FIFA World Cup,Guangzhou,China PR,True,1991
Germany,Nigeria,FIFA World Cup,Jiangmen,China PR,True,1991
Taiwan,Italy,FIFA World Cup,Jiangmen,China PR,True,1991
Norway,New Zealand,FIFA World Cup,Guangzhou,China PR,True,1991
China PR,Denmark,FIFA World Cup,Guangzhou,China PR,False,1991
Japan,Sweden,FIFA World Cup,Foshan,China PR,True,1991
Brazil,United States,FIFA World Cup,Guangzhou,China PR,True,1991
Italy,Nigeria,FIFA World Cup,Zhongshan,China PR,True,1991
Taiwan,Germany,FIFA World Cup,Zhongshan,China PR,True,1991
China PR,New Zealand,FIFA World Cup,Foshan,China PR,False,1991
Norway,Denmark,FIFA World Cup,Guangzhou,China PR,True,1991
Japan,United States,FIFA World Cup,Foshan,China PR,True,1991
Brazil,Sweden,FIFA World Cup,Guangzhou,China PR,True,1991
Taiwan,Nigeria,FIFA World Cup,Jiangmen,China PR,True,1991
Italy,Germany,FIFA World Cup,Zhongshan,China PR,True,1991
Denmark,Germany,FIFA World Cup,Zhongshan,China PR,True,1991
China PR,Sweden,FIFA World Cup,Guangzhou,China PR,False,1991
Norway,Italy,FIFA World Cup,Jiangmen,China PR,True,1991
United States,Taiwan,FIFA World Cup,Foshan,China PR,True,1991
Sweden,Norway,FIFA World Cup,Guangzhou,China PR,True,1991
Germany,United States,FIFA World Cup,Guangzhou,China PR,True,1991
Sweden,Germany,FIFA World Cup,Guangzhou,China PR,True,1991
Norway,United States,FIFA World Cup,Guangzhou,China PR,True,1991
Spain,Republic of Ireland,UEFA Euro qualification,Lucena,Spain,False,1991
Greece,Netherlands,UEFA Euro qualification,Komotini,Greece,False,1992
Republic of Ireland,Spain,UEFA Euro qualification,Dublin,Republic of Ireland,False,1992
Netherlands,Greece,UEFA Euro qualification,Valkenswaard,Netherlands,False,1992
Switzerland,Belgium,UEFA Euro qualification,Switzerland,Switzerland,False,1992
England,Scotland,UEFA Euro qualification,England,England,False,1992
France,Denmark,UEFA Euro qualification,Quimper,France,False,1992
Finland,France,UEFA Euro qualification,Turku,Finland,False,1992
Belgium,Norway,UEFA Euro qualification,Aalst,Belgium,False,1992
Denmark,Finland,UEFA Euro qualification,Hjørring,Denmark,False,1992
England,Iceland,UEFA Euro qualification,Yeovil,England,False,1992
Sweden,Spain,UEFA Euro qualification,Borås,Sweden,False,1992
Romania,Greece,UEFA Euro qualification,Romania,Romania,False,1992
Hungary,Russia,UEFA Euro qualification,Hungary,Hungary,False,1992
Scotland,Iceland,UEFA Euro qualification,Perth,Scotland,False,1992
Norway,Switzerland,UEFA Euro qualification,Modum,Norway,False,1992
Yugoslavia,Germany,UEFA Euro qualification,Sofia,Bulgaria,True,1992
Czechoslovakia,Italy,UEFA Euro qualification,Púchov,Czechoslovakia,False,1992
Hungary,Bulgaria,UEFA Euro qualification,Hungary,Hungary,False,1992
Netherlands,Romania,UEFA Euro qualification,Drachten,Netherlands,False,1992
Republic of Ireland,Sweden,UEFA Euro qualification,Dublin,Republic of Ireland,False,1992
Iceland,Scotland,UEFA Euro qualification,Akranes,Iceland,False,1992
Czechoslovakia,Poland,UEFA Euro qualification,Czechoslovakia,Czechoslovakia,False,1992
Russia,Bulgaria,UEFA Euro qualification,Russia,Russia,False,1992
Iceland,England,UEFA Euro qualification,Kópavogur,Iceland,False,1992
Scotland,England,UEFA Euro qualification,Scotland,Scotland,False,1992
Italy,Czechoslovakia,UEFA Euro qualification,Jesolo,Italy,False,1992
Sweden,Republic of Ireland,UEFA Euro qualification,Borås,Sweden,False,1992
Romania,Netherlands,UEFA Euro qualification,Brașov,Romania,False,1992
Norway,Belgium,UEFA Euro qualification,Kolbotn,Norway,False,1992
France,Finland,UEFA Euro qualification,Albi,France,False,1992
Poland,Italy,UEFA Euro qualification,Kraków,Poland,False,1992
Bulgaria,Russia,UEFA Euro qualification,Bulgaria,Bulgaria,False,1992
Norway,Netherlands,UEFA Euro qualification,Oslo,Norway,False,1992
Russia,Germany,UEFA Euro qualification,Moscow,Russia,False,1992
Sweden,Denmark,UEFA Euro qualification,Borås,Sweden,False,1992
Italy,England,UEFA Euro qualification,Solofra,Italy,False,1992
England,Italy,UEFA Euro qualification,Rotherham,England,False,1992
Denmark,Sweden,UEFA Euro qualification,Hjørring,Denmark,False,1992
Netherlands,Norway,UEFA Euro qualification,Raalte,Netherlands,False,1992
Germany,Russia,UEFA Euro qualification,Rheine,Germany,False,1992
Norway,Denmark,UEFA Euro,Santa Sofia,Italy,True,1993
Italy,Germany,UEFA Euro,Rimini,Italy,False,1993
Germany,Denmark,UEFA Euro,Cesenatico,Italy,True,1993
Italy,Norway,UEFA Euro,Cesena,Italy,False,1993
Canada,Trinidad and Tobago,CONCACAF Invitational Tournament,New Hyde Park,United States,True,1993
United States,New Zealand,CONCACAF Invitational Tournament,New Hyde Park,United States,False,1993
Canada,New Zealand,CONCACAF Invitational Tournament,New Hyde Park,United States,True,1993
United States,Trinidad and Tobago,CONCACAF Invitational Tournament,New Hyde Park,United States,False,1993
New Zealand,Trinidad and Tobago,CONCACAF Invitational Tournament,New Hyde Park,United States,True,1993
United States,Canada,CONCACAF Invitational Tournament,New Hyde Park,United States,False,1993
Lithuania,Denmark,UEFA Euro qualification,Kaunas,Lithuania,False,1993
Sweden,Latvia,UEFA Euro qualification,Nynäshamn,Sweden,False,1993
Ukraine,Russia,UEFA Euro qualification,Kiev,Ukraine,False,1993
Norway,Czech Republic,UEFA Euro qualification,Gvarv,Norway,False,1993
Lithuania,Bulgaria,UEFA Euro qualification,Kaunas,Lithuania,False,1993
Ukraine,Romania,UEFA Euro qualification,Ukraine,Ukraine,False,1993
Wales,Switzerland,UEFA Euro qualification,Wales,Wales,False,1993
Latvia,Slovakia,UEFA Euro qualification,Latvia,Latvia,False,1993
Slovenia,England,UEFA Euro qualification,Slovenia,Slovenia,False,1993
Finland,Hungary,UEFA Euro qualification,Finland,Finland,False,1993
Iceland,Netherlands,UEFA Euro qualification,Reykjavík,Iceland,False,1993
Denmark,Bulgaria,UEFA Euro qualification,Hjørring,Denmark,False,1993
Belgium,Slovenia,UEFA Euro qualification,Lommel,Belgium,False,1993
Poland,Ukraine,UEFA Euro qualification,Poland,Poland,False,1993
Bulgaria,Lithuania,UEFA Euro qualification,Blagoevgrad,Bulgaria,False,1993
Slovakia,Sweden,UEFA Euro qualification,Bratislava,Slovakia,False,1993
Norway,Hungary,UEFA Euro qualification,Bergen,Norway,False,1993
Romania,Russia,UEFA Euro qualification,Câmpina,Romania,False,1993
Italy,Scotland,UEFA Euro qualification,Senigallia,Italy,False,1993
Switzerland,Germany,UEFA Euro qualification,Wohlen,Switzerland,False,1993
Belgium,Spain,UEFA Euro qualification,Brussels,Belgium,False,1993
Belgium,England,UEFA Euro qualification,Koksijde,Belgium,False,1993
Poland,Romania,UEFA Euro qualification,Poland,Poland,False,1993
Switzerland,Croatia,UEFA Euro qualification,Winterthur,Switzerland,False,1993
Italy,France,UEFA Euro qualification,Cosenza,Italy,False,1993
Malaysia,South Korea,AFC Championship,Kuching,Malaysia,False,1993
China PR,North Korea,AFC Championship,Kuching,Malaysia,True,1993
Hong Kong,Philippines,AFC Championship,Kuching,Malaysia,True,1993
Japan,Taiwan,AFC Championship,Kuching,Malaysia,True,1993
China PR,South Korea,AFC Championship,Kuching,Malaysia,True,1993
Malaysia,North Korea,AFC Championship,Kuching,Malaysia,False,1993
Japan,Philippines,AFC Championship,Kuching,Malaysia,True,1993
Taiwan,Hong Kong,AFC Championship,Kuching,Malaysia,True,1993
Malaysia,China PR,AFC Championship,Kuching,Malaysia,False,1993
North Korea,South Korea,AFC Championship,Kuching,Malaysia,True,1993
Japan,Hong Kong,AFC Championship,Kuching,Malaysia,True,1993
Taiwan,Philippines,AFC Championship,Kuching,Malaysia,True,1993
North Korea,Taiwan,AFC Championship,Kuching,Malaysia,True,1993
China PR,Japan,AFC Championship,Kuching,Malaysia,True,1993
Portugal,France,UEFA Euro qualification,Faro,Portugal,False,1993
Spain,England,UEFA Euro qualification,Osuna,Spain,False,1993
Taiwan,Japan,AFC Championship,Kuching,Malaysia,True,1993
North Korea,China PR,AFC Championship,Kuching,Malaysia,True,1993
England,Spain,UEFA Euro qualification,Bradford,England,False,1994
France,Scotland,UEFA Euro qualification,Ozoir-la-Ferrière,France,False,1994
Portugal,Italy,UEFA Euro qualification,Fiães,Portugal,False,1994
England,Belgium,UEFA Euro qualification,Nottingham,England,False,1994
Portugal,United States,Algarve Cup,Silves,Portugal,False,1994
Norway,Finland,Algarve Cup,Portimão,Portugal,True,1994
Portugal,Sweden,Algarve Cup,Olhão,Portugal,False,1994
Denmark,Finland,Algarve Cup,Olhão,Portugal,True,1994
United States,Sweden,Algarve Cup,Vila Real de Santo António,Portugal,True,1994
Norway,Denmark,Algarve Cup,Vila Real de Santo António,Portugal,True,1994
Netherlands,Greece,UEFA Euro qualification,Wormerveer,Netherlands,False,1994
Spain,Slovenia,UEFA Euro qualification,Spain,Spain,False,1994
Portugal,Finland,Algarve Cup,Quarteira,Portugal,False,1994
Sweden,Denmark,Algarve Cup,Loulé,Portugal,True,1994
Norway,United States,Algarve Cup,Faro,Portugal,True,1994
France,Portugal,UEFA Euro qualification,Angoulême,France,False,1994
Germany,Wales,UEFA Euro qualification,Bielefeld,Germany,False,1994
Switzerland,Wales,UEFA Euro qualification,Switzerland,Switzerland,False,1994
Scotland,Italy,UEFA Euro qualification,Stirling,Scotland,False,1994
Croatia,Wales,UEFA Euro qualification,Zagreb,Croatia,False,1994
Greece,Netherlands,UEFA Euro qualification,Xanthi,Greece,False,1994
England,Slovenia,UEFA Euro qualification,England,England,False,1994
Hungary,Norway,UEFA Euro qualification,Budapest,Hungary,False,1994
Czech Republic,Finland,UEFA Euro qualification,Roudnice nad Labem,Czech Republic,False,1994
Scotland,Portugal,UEFA Euro qualification,Stirling,Scotland,False,1994
Spain,Belgium,UEFA Euro qualification,Tortosa,Spain,False,1994
Croatia,Switzerland,UEFA Euro qualification,Zagreb,Croatia,False,1994
Wales,Germany,UEFA Euro qualification,Swansea,Wales,False,1994
Czech Republic,Hungary,UEFA Euro qualification,Staré Město,Czech Republic,False,1994
France,Italy,UEFA Euro qualification,Schiltigheim,France,False,1994
Slovenia,Belgium,UEFA Euro qualification,Ljubljana,Slovenia,False,1994
Russia,Poland,UEFA Euro qualification,Selyatino,Russia,False,1994
Finland,Norway,UEFA Euro qualification,Vantaa,Finland,False,1994
Latvia,Sweden,UEFA Euro qualification,Ozolnieki,Latvia,False,1994
Wales,Croatia,UEFA Euro qualification,Deeside,Wales,False,1994
Bulgaria,Denmark,UEFA Euro qualification,Kiustendil,Bulgaria,False,1994
Portugal,Scotland,UEFA Euro qualification,Barreiro,Portugal,False,1994
Slovenia,Spain,UEFA Euro qualification,Slovenia,Slovenia,False,1994
Iceland,Greece,UEFA Euro qualification,Reykjavík,Iceland,False,1994
Croatia,Germany,UEFA Euro qualification,Zagreb,Croatia,False,1994
Norway,Finland,UEFA Euro qualification,Oslo,Norway,False,1994
Italy,Portugal,UEFA Euro qualification,Carrara,Italy,False,1994
Russia,Romania,UEFA Euro qualification,Selyatino,Russia,False,1994
Denmark,Lithuania,UEFA Euro qualification,Idestrup,Denmark,False,1994
Sweden,Slovakia,UEFA Euro qualification,Gävle,Sweden,False,1994
Finland,Czech Republic,UEFA Euro qualification,Vantaa,Finland,False,1994
Canada,Jamaica,CONCACAF Championship,Montreal,Canada,False,1994
United States,Mexico,CONCACAF Championship,Montreal,Canada,True,1994
Trinidad and Tobago,Jamaica,CONCACAF Championship,Montreal,Canada,True,1994
Canada,Mexico,CONCACAF Championship,Montreal,Canada,False,1994
Mexico,Jamaica,CONCACAF Championship,Montreal,Canada,True,1994
United States,Trinidad and Tobago,CONCACAF Championship,Montreal,Canada,True,1994
United States,Jamaica,CONCACAF Championship,Montreal,Canada,True,1994
Canada,Trinidad and Tobago,CONCACAF Championship,Montreal,Canada,False,1994
Mexico,Trinidad and Tobago,CONCACAF Championship,Montreal,Canada,True,1994
Canada,United States,CONCACAF Championship,Montreal,Canada,False,1994
Ukraine,Poland,UEFA Euro qualification,Ukraine,Ukraine,False,1994
Romania,Poland,UEFA Euro qualification,Romania,Romania,False,1994
Hungary,Czech Republic,UEFA Euro qualification,Kecskemét,Hungary,False,1994
Russia,Ukraine,UEFA Euro qualification,Voronezh,Russia,False,1994
Slovakia,Latvia,UEFA Euro qualification,Slovakia,Slovakia,False,1994
Germany,Croatia,UEFA Euro qualification,Sindelfingen,Germany,False,1994
Czech Republic,Norway,UEFA Euro qualification,Prague,Czech Republic,False,1994
Hungary,Finland,UEFA Euro qualification,Hungary,Hungary,False,1994
Netherlands,Iceland,UEFA Euro qualification,Rotterdam,Netherlands,False,1994
Poland,Russia,UEFA Euro qualification,Wronki,Poland,False,1994
Germany,Switzerland,UEFA Euro qualification,Weingarten,Germany,False,1994
Scotland,France,UEFA Euro qualification,Aberdeen,Scotland,False,1994
Romania,Ukraine,UEFA Euro qualification,Romania,Romania,False,1994
Greece,Iceland,UEFA Euro qualification,Katerini,Greece,False,1994
Iceland,England,UEFA Euro qualification,Reykjavík,Iceland,False,1994
Russia,Germany,UEFA Euro qualification,Selyatino,Russia,False,1994
New Zealand,Australia,OFC Championship,Port Moresby,Papua New Guinea,True,1994
Papua New Guinea,New Zealand,OFC Championship,Port Moresby,Papua New Guinea,False,1994
Denmark,Sweden,UEFA Euro qualification,Hjørring,Denmark,False,1994
Italy,Norway,UEFA Euro qualification,Mantova,Italy,False,1994
Papua New Guinea,Australia,OFC Championship,Port Moresby,Papua New Guinea,False,1994
Australia,New Zealand,OFC Championship,Port Moresby,Papua New Guinea,True,1994
Papua New Guinea,Australia,OFC Championship,Port Moresby,Papua New Guinea,False,1994
Papua New Guinea,New Zealand,OFC Championship,Port Moresby,Papua New Guinea,False,1994
Germany,Russia,UEFA Euro qualification,Osnabrück,Germany,False,1994
Norway,Italy,UEFA Euro qualification,Oslo,Norway,False,1994
Sweden,Denmark,UEFA Euro qualification,Malmö,Sweden,False,1994
England,Iceland,UEFA Euro qualification,Brighton,England,False,1994
South Africa,Zambia,African Championship,South Africa,South Africa,False,1994
Nigeria,Sierra Leone,African Championship,Lagos,Nigeria,False,1994
Sierra Leone,Nigeria,African Championship,Freetown,Sierra Leone,False,1994
Zambia,South Africa,African Championship,Zambia,Zambia,False,1994
England,Germany,UEFA Euro,Watford,England,False,1994
South Africa,Angola,African Championship,South Africa,South Africa,False,1995
Brazil,Ecuador,Copa América,Uberlândia,Brazil,False,1995
Chile,Bolivia,Copa América,Uberlândia,Brazil,True,1995
Ghana,Nigeria,African Championship,Ghana,Ghana,False,1995
Brazil,Chile,Copa América,Uberlândia,Brazil,False,1995
Argentina,Ecuador,Copa América,Uberlândia,Brazil,True,1995
Argentina,Bolivia,Copa América,Uberlândia,Brazil,True,1995
Chile,Ecuador,Copa América,Uberlândia,Brazil,True,1995
Brazil,Argentina,Copa América,Uberlândia,Brazil,False,1995
Ecuador,Bolivia,Copa América,Uberlândia,Brazil,True,1995
Brazil,Bolivia,Copa América,Uberlândia,Brazil,False,1995
Argentina,Chile,Copa América,Uberlândia,Brazil,True,1995
Angola,South Africa,African Championship,Luanda,Angola,False,1995
Brazil,Argentina,Copa América,Uberlândia,Brazil,False,1995
Nigeria,Ghana,African Championship,Lagos,Nigeria,False,1995
Germany,England,UEFA Euro,Bochum,Germany,False,1995
Norway,Sweden,UEFA Euro,Kristiansand,Norway,False,1995
Nigeria,South Africa,African Championship,Ibadan,Nigeria,False,1995
Sweden,Norway,UEFA Euro,Jönköping,Sweden,False,1995
Sweden,Italy,Algarve Cup,Lagos,Portugal,True,1995
Norway,Netherlands,Algarve Cup,Silves,Portugal,True,1995
Portugal,Denmark,Algarve Cup,Faro,Portugal,False,1995
United States,Finland,Algarve Cup,Faro,Portugal,True,1995
Norway,Italy,Algarve Cup,Quarteira,Portugal,True,1995
Sweden,Netherlands,Algarve Cup,Olhão,Portugal,True,1995
Portugal,United States,Algarve Cup,Portimão,Portugal,False,1995
Denmark,Finland,Algarve Cup,Silves,Portugal,True,1995
Netherlands,Italy,Algarve Cup,Vila Real de Santo António,Portugal,True,1995
Sweden,Norway,Algarve Cup,Portimão,Portugal,True,1995
Denmark,United States,Algarve Cup,Lagos,Portugal,True,1995
Portugal,Finland,Algarve Cup,Olhão,Portugal,False,1995
South Africa,Nigeria,African Championship,Johannesburg,South Africa,False,1995
Portugal,Italy,Algarve Cup,Lagos,Portugal,False,1995
Finland,Netherlands,Algarve Cup,Portimão,Portugal,True,1995
